estimatedTimeBeijing,actualIntervalMs,anomalyStatus,anomalyNote,source,index,integrityOk,bootSessionId,uptimeMs,windOk,airOk,soilOk,solar1Ok,solar2Ok,airPressureHpa,windVoltage,windSpeedMs,airTemperatureC,airHumidityPercent,soilTemperatureC,soilMoisturePercent,solar1Wm2,solar2Wm2
"=A929+IF(H930=H929,I930-I929,I930)/86400000","=IF(H930=H929,I930-I929,I930)",,,current,928,True,2682537910,102667973,True,True,True,True,True,1009,0.0,0.0,31.24,59.64,30.6,14.7,0,0,
"=A930+IF(H931=H930,I931-I930,I931)/86400000","=IF(H931=H930,I931-I930,I931)",,,current,929,True,2682537910,102968952,True,True,True,True,True,1009,0.0,0.0,31.2,59.68,30.6,14.7,0,0,
"=A931+IF(H932=H931,I932-I931,I932)/86400000","=IF(H932=H931,I932-I931,I932)",,,current,930,True,2682537910,103269935,True,True,True,True,True,1009,0.0,0.0,31.19,59.72,30.6,14.6,0,0,
"=A932+IF(H933=H932,I933-I932,I933)/86400000","=IF(H933=H932,I933-I932,I933)",,,current,931,True,2682537910,103570918,True,True,True,True,True,1009,0.0,0.0,31.17,59.82,30.6,14.7,0,0,
"=A933+IF(H934=H933,I934-I933,I934)/86400000","=IF(H934=H933,I934-I933,I934)",,,current,932,True,2682537910,103871902,True,True,True,True,True,1009,0.0,0.0,31.12,59.9,30.6,14.7,0,0,
"=A934+IF(H935=H934,I935-I934,I935)/86400000","=IF(H935=H934,I935-I934,I935)",,,current,933,True,2682537910,104172891,True,True,True,True,True,1009,0.0,0.0,31.07,59.95,30.5,14.7,0,0,
"=A935+IF(H936=H935,I936-I935,I936)/86400000","=IF(H936=H935,I936-I935,I936)",,,current,934,True,2682537910,104473913,True,True,True,True,True,1009,0.0,0.0,31.07,59.99,30.5,14.7,0,0,
"=A936+IF(H937=H936,I937-I936,I937)/86400000","=IF(H937=H936,I937-I936,I937)",,,current,935,True,2682537910,104774874,True,True,True,True,True,1009,0.0,0.0,31.02,60.16,30.5,14.7,0,0,
"=A937+IF(H938=H937,I938-I937,I938)/86400000","=IF(H938=H937,I938-I937,I938)",,,current,936,True,2682537910,105075841,True,True,True,True,True,1009,0.0,0.0,31.0,60.16,30.5,14.7,0,0,
"=A938+IF(H939=H938,I939-I938,I939)/86400000","=IF(H939=H938,I939-I938,I939)",,,current,937,True,2682537910,105376810,True,True,True,True,True,1010,0.0,0.0,30.99,60.23,30.5,14.7,0,0,
"=A939+IF(H940=H939,I940-I939,I940)/86400000","=IF(H940=H939,I940-I939,I940)",,,current,938,True,2682537910,105677777,True,True,True,True,True,1010,0.0,0.0,30.99,60.36,30.5,14.6,0,0,
"=A940+IF(H941=H940,I941-I940,I941)/86400000","=IF(H941=H940,I941-I940,I941)",,,current,939,True,2682537910,105978746,True,True,True,True,True,1010,0.0,0.0,31.01,60.44,30.5,14.6,0,0,
"=A941+IF(H942=H941,I942-I941,I942)/86400000","=IF(H942=H941,I942-I941,I942)",,,current,940,True,2682537910,106279720,True,True,True,True,True,1010,0.0,0.0,30.98,60.52,30.4,14.7,0,0,
"=A942+IF(H943=H942,I943-I942,I943)/86400000","=IF(H943=H942,I943-I942,I943)",,,current,941,True,2682537910,106580694,True,True,True,True,True,1010,0.0,0.0,30.95,60.59,30.4,14.6,0,0,
"=A943+IF(H944=H943,I944-I943,I944)/86400000","=IF(H944=H943,I944-I943,I944)",,,current,942,True,2682537910,106881671,True,True,True,True,True,1010,0.0,0.0,30.94,60.64,30.4,14.7,0,0,
"=A944+IF(H945=H944,I945-I944,I945)/86400000","=IF(H945=H944,I945-I944,I945)",,,current,943,True,2682537910,107182649,True,True,True,True,True,1010,0.0,0.0,30.91,60.78,30.4,14.6,0,0,
"=A945+IF(H946=H945,I946-I945,I946)/86400000","=IF(H946=H945,I946-I945,I946)",,,current,944,True,2682537910,107483630,True,True,True,True,True,1010,0.0,0.0,30.92,60.83,30.4,14.6,0,0,
"=A946+IF(H947=H946,I947-I946,I947)/86400000","=IF(H947=H946,I947-I946,I947)",,,current,945,True,2682537910,107784613,True,True,True,True,True,1010,0.0,0.0,30.88,60.91,30.4,14.7,0,0,
"=A947+IF(H948=H947,I948-I947,I948)/86400000","=IF(H948=H947,I948-I947,I948)",,,current,946,True,2682537910,108085596,True,True,True,True,True,1010,0.0,0.0,30.87,60.98,30.4,14.6,0,0,
"=A948+IF(H949=H948,I949-I948,I949)/86400000","=IF(H949=H948,I949-I948,I949)",,,current,947,True,2682537910,108386580,True,True,True,True,True,1010,0.0,0.0,30.86,61.04,30.4,14.6,0,0,
"=A949+IF(H950=H949,I950-I949,I950)/86400000","=IF(H950=H949,I950-I949,I950)",,,current,948,True,2682537910,108687569,True,True,True,True,True,1010,0.0,0.0,30.86,61.14,30.4,14.7,0,0,
"=A950+IF(H951=H950,I951-I950,I951)/86400000","=IF(H951=H950,I951-I950,I951)",,,current,949,True,2682537910,108988558,True,True,True,True,True,1010,0.004,0.099,30.82,61.25,30.4,14.6,0,0,
"=A951+IF(H952=H951,I952-I951,I952)/86400000","=IF(H952=H951,I952-I951,I952)",,,current,950,True,2682537910,109289580,True,True,True,True,True,1010,0.0,0.0,30.8,61.27,30.4,14.6,0,0,
"=A952+IF(H953=H952,I953-I952,I953)/86400000","=IF(H953=H952,I953-I952,I953)",,,current,951,True,2682537910,109590550,True,True,True,True,True,1010,0.0,0.0,30.75,61.38,30.4,14.6,0,0,
"=A953+IF(H954=H953,I954-I953,I954)/86400000","=IF(H954=H953,I954-I953,I954)",,,current,952,True,2682537910,109891518,True,True,True,True,True,1010,0.0,0.0,30.71,61.44,30.4,14.7,0,0,
"=A954+IF(H955=H954,I955-I954,I955)/86400000","=IF(H955=H954,I955-I954,I955)",,,current,953,True,2682537910,110192488,True,True,True,True,True,1010,0.0,0.0,30.69,61.56,30.4,14.6,0,0,
"=A955+IF(H956=H955,I956-I955,I956)/86400000","=IF(H956=H955,I956-I955,I956)",,,current,954,True,2682537910,110493460,True,True,True,True,True,1010,0.0,0.0,30.67,61.62,30.4,14.6,0,0,
"=A956+IF(H957=H956,I957-I956,I957)/86400000","=IF(H957=H956,I957-I956,I957)",,,current,955,True,2682537910,110794438,True,True,True,True,True,1010,0.0,0.0,30.61,61.7,30.3,14.7,0,0,
"=A957+IF(H958=H957,I958-I957,I958)/86400000","=IF(H958=H957,I958-I957,I958)",,,current,956,True,2682537910,111095416,True,True,True,True,True,1010,0.0,0.0,30.62,61.78,30.3,14.6,0,0,
"=A958+IF(H959=H958,I959-I958,I959)/86400000","=IF(H959=H958,I959-I958,I959)",,,current,957,True,2682537910,111396392,True,True,True,True,True,1010,0.0,0.0,30.58,61.82,30.3,14.6,0,0,
"=A959+IF(H960=H959,I960-I959,I960)/86400000","=IF(H960=H959,I960-I959,I960)",,,current,958,True,2682537910,111697375,True,True,True,True,True,1010,0.043,1.154,30.59,61.96,30.3,14.6,0,0,
"=A960+IF(H961=H960,I961-I960,I961)/86400000","=IF(H961=H960,I961-I960,I961)",,,current,959,True,2682537910,111998358,True,True,True,True,True,1010,0.0,0.0,30.57,61.99,30.3,14.6,0,0,
"=A961+IF(H962=H961,I962-I961,I962)/86400000","=IF(H962=H961,I962-I961,I962)",,,current,960,True,2682537910,112299344,True,True,True,True,True,1010,0.0,0.0,30.61,62.1,30.3,14.6,0,0,
"=A962+IF(H963=H962,I963-I962,I963)/86400000","=IF(H963=H962,I963-I962,I963)",,,current,961,True,2682537910,112600328,True,True,True,True,True,1010,0.011,0.297,30.63,62.19,30.3,14.6,0,0,
"=A963+IF(H964=H963,I964-I963,I964)/86400000","=IF(H964=H963,I964-I963,I964)",,,current,962,True,2682537910,112901317,True,True,True,True,True,1010,0.0,0.0,30.65,62.32,30.3,14.6,0,0,
"=A964+IF(H965=H964,I965-I964,I965)/86400000","=IF(H965=H964,I965-I964,I965)",,,current,963,True,2682537910,113202324,True,True,True,True,True,1010,0.0,0.0,30.67,62.4,30.3,14.6,0,0,
"=A965+IF(H966=H965,I966-I965,I966)/86400000","=IF(H966=H965,I966-I965,I966)",,,current,964,True,2682537910,113503300,True,True,True,True,True,1010,0.0,0.0,30.68,62.49,30.3,14.6,0,0,
"=A966+IF(H967=H966,I967-I966,I967)/86400000","=IF(H967=H966,I967-I966,I967)",,,current,965,True,2682537910,113804278,True,True,True,True,True,1010,0.0,0.0,30.68,62.55,30.3,14.6,0,0,
"=A967+IF(H968=H967,I968-I967,I968)/86400000","=IF(H968=H967,I968-I967,I968)",,,current,966,True,2682537910,114105295,True,True,True,True,True,1010,0.0,0.0,30.68,62.6,30.2,14.6,0,0,
"=A968+IF(H969=H968,I969-I968,I969)/86400000","=IF(H969=H968,I969-I968,I969)",,,current,967,True,2682537910,114406252,True,True,True,True,True,1009,0.0,0.0,30.65,62.7,30.2,14.6,0,0,
"=A969+IF(H970=H969,I970-I969,I970)/86400000","=IF(H970=H969,I970-I969,I970)",,,current,968,True,2682537910,114707210,True,True,True,True,True,1010,0.0,0.0,30.64,62.82,30.2,14.6,0,0,
"=A970+IF(H971=H970,I971-I970,I971)/86400000","=IF(H971=H970,I971-I970,I971)",,,current,969,True,2682537910,115008171,True,True,True,True,True,1010,0.0,0.0,30.63,62.89,30.2,14.6,0,0,
"=A971+IF(H972=H971,I972-I971,I972)/86400000","=IF(H972=H971,I972-I971,I972)",,,current,970,True,2682537910,115309135,True,True,True,True,True,1010,0.0,0.0,30.62,62.94,30.2,14.6,0,0,
"=A972+IF(H973=H972,I973-I972,I973)/86400000","=IF(H973=H972,I973-I972,I973)",,,current,971,True,2682537910,115610097,True,True,True,True,True,1010,0.0,0.0,30.56,63.03,30.2,14.6,0,0,
"=A973+IF(H974=H973,I974-I973,I974)/86400000","=IF(H974=H973,I974-I973,I974)",,,current,972,True,2682537910,115911064,True,True,True,True,True,1010,0.0,0.0,30.51,63.09,30.2,14.6,0,0,
"=A974+IF(H975=H974,I975-I974,I975)/86400000","=IF(H975=H974,I975-I974,I975)",,,current,973,True,2682537910,116212032,True,True,True,True,True,1010,0.0,0.0,30.47,63.1,30.2,14.6,0,0,
"=A975+IF(H976=H975,I976-I975,I976)/86400000","=IF(H976=H975,I976-I975,I976)",,,current,974,True,2682537910,116513002,True,True,True,True,True,1009,0.0,0.0,30.39,63.22,30.2,14.6,0,0,
"=A976+IF(H977=H976,I977-I976,I977)/86400000","=IF(H977=H976,I977-I976,I977)",,,current,975,True,2682537910,116813972,True,True,True,True,True,1010,0.0,0.0,30.35,63.28,30.1,14.5,0,0,
"=A977+IF(H978=H977,I978-I977,I978)/86400000","=IF(H978=H977,I978-I977,I978)",,,current,976,True,2682537910,117114945,True,True,True,True,True,1010,0.0,0.0,30.32,63.37,30.1,14.6,0,0,
"=A978+IF(H979=H978,I979-I978,I979)/86400000","=IF(H979=H978,I979-I978,I979)",,,current,977,True,2682537910,117415920,True,True,True,True,True,1010,0.0,0.0,30.29,63.36,30.1,14.6,0,0,
"=A979+IF(H980=H979,I980-I979,I980)/86400000","=IF(H980=H979,I980-I979,I980)",,,current,978,True,2682537910,117716900,True,True,True,True,True,1010,0.0,0.0,30.29,63.44,30.1,14.6,0,0,
"=A980+IF(H981=H980,I981-I980,I981)/86400000","=IF(H981=H980,I981-I980,I981)",,,current,979,True,2682537910,118017876,True,True,True,True,True,1010,0.0,0.0,30.29,63.51,30.0,14.6,0,0,
"=A981+IF(H982=H981,I982-I981,I982)/86400000","=IF(H982=H981,I982-I981,I982)",,,current,980,True,2682537910,118318856,True,True,True,True,True,1010,0.0,0.0,30.27,63.57,30.0,14.6,0,0,
"=A982+IF(H983=H982,I983-I982,I983)/86400000","=IF(H983=H982,I983-I982,I983)",,,current,981,True,2682537910,118619837,True,True,True,True,True,1010,0.0,0.0,30.3,63.66,30.0,14.6,0,0,
"=A983+IF(H984=H983,I984-I983,I984)/86400000","=IF(H984=H983,I984-I983,I984)",,,current,982,True,2682537910,118920857,True,True,True,True,True,1010,0.0,0.0,30.26,63.76,30.0,14.5,0,0,
"=A984+IF(H985=H984,I985-I984,I985)/86400000","=IF(H985=H984,I985-I984,I985)",,,current,983,True,2682537910,119221816,True,True,True,True,True,1010,0.0,0.0,30.23,63.8,30.0,14.6,0,0,
"=A985+IF(H986=H985,I986-I985,I986)/86400000","=IF(H986=H985,I986-I985,I986)",,,current,984,True,2682537910,119522776,True,True,True,True,True,1010,0.0,0.0,30.22,63.86,30.0,14.5,0,0,
"=A986+IF(H987=H986,I987-I986,I987)/86400000","=IF(H987=H986,I987-I986,I987)",,,current,985,True,2682537910,119823741,True,True,True,True,True,1010,0.0,0.0,30.22,63.91,30.0,14.6,0,0,
"=A987+IF(H988=H987,I988-I987,I988)/86400000","=IF(H988=H987,I988-I987,I988)",,,current,986,True,2682537910,120124707,True,True,True,True,True,1010,0.0,0.0,30.22,63.99,30.0,14.6,0,0,
"=A988+IF(H989=H988,I989-I988,I989)/86400000","=IF(H989=H988,I989-I988,I989)",,,current,987,True,2682537910,120425672,True,True,True,True,True,1010,0.0,0.0,30.25,64.06,30.0,14.6,0,0,
"=A989+IF(H990=H989,I990-I989,I990)/86400000","=IF(H990=H989,I990-I989,I990)",,,current,988,True,2682537910,120726642,True,True,True,True,True,1010,0.0,0.0,30.24,64.09,30.0,14.6,0,0,
"=A990+IF(H991=H990,I991-I990,I991)/86400000","=IF(H991=H990,I991-I990,I991)",,,current,989,True,2682537910,121027611,True,True,True,True,True,1010,0.0,0.0,30.25,64.15,30.0,14.6,0,0,
"=A991+IF(H992=H991,I992-I991,I992)/86400000","=IF(H992=H991,I992-I991,I992)",,,current,990,True,2682537910,121328583,True,True,True,True,True,1009,0.0,0.0,30.24,64.24,30.0,14.6,0,0,
"=A992+IF(H993=H992,I993-I992,I993)/86400000","=IF(H993=H992,I993-I992,I993)",,,current,991,True,2682537910,121629556,True,True,True,True,True,1010,0.0,0.0,30.17,64.35,30.0,14.6,0,0,
"=A993+IF(H994=H993,I994-I993,I994)/86400000","=IF(H994=H993,I994-I993,I994)",,,current,992,True,2682537910,121930532,True,True,True,True,True,1010,0.0,0.0,30.15,64.35,30.0,14.5,0,0,
"=A994+IF(H995=H994,I995-I994,I995)/86400000","=IF(H995=H994,I995-I994,I995)",,,current,993,True,2682537910,122231509,True,True,True,True,True,1010,0.0,0.0,30.12,64.41,29.9,14.6,0,0,
"=A995+IF(H996=H995,I996-I995,I996)/86400000","=IF(H996=H995,I996-I995,I996)",,,current,994,True,2682537910,122532488,True,True,True,True,True,1010,0.0,0.0,30.11,64.46,29.9,14.6,0,0,
"=A996+IF(H997=H996,I997-I996,I997)/86400000","=IF(H997=H996,I997-I996,I997)",,,current,995,True,2682537910,122833468,True,True,True,True,True,1010,0.0,0.0,30.07,64.49,29.9,14.6,0,0,
"=A997+IF(H998=H997,I998-I997,I998)/86400000","=IF(H998=H997,I998-I997,I998)",,,current,996,True,2682537910,123134451,True,True,True,True,True,1010,0.0,0.0,30.04,64.57,29.9,14.5,0,0,
"=A998+IF(H999=H998,I999-I998,I999)/86400000","=IF(H999=H998,I999-I998,I999)",,,current,997,True,2682537910,123435436,True,True,True,True,True,1010,0.0,0.0,30.01,64.59,29.9,14.5,0,0,
"=A999+IF(H1000=H999,I1000-I999,I1000)/86400000","=IF(H1000=H999,I1000-I999,I1000)",,,current,998,True,2682537910,123736456,True,True,True,True,True,1010,0.0,0.0,29.99,64.66,29.9,14.6,0,0,
"=A1000+IF(H1001=H1000,I1001-I1000,I1001)/86400000","=IF(H1001=H1000,I1001-I1000,I1001)",,,current,999,True,2682537910,124037417,True,True,True,True,True,1010,0.0,0.0,29.98,64.65,29.9,14.5,0,0,
"=A1001+IF(H1002=H1001,I1002-I1001,I1002)/86400000","=IF(H1002=H1001,I1002-I1001,I1002)",,,current,1000,True,2682537910,124338380,True,True,True,True,True,1010,0.0,0.0,29.97,64.76,29.9,14.5,0,0,
"=A1002+IF(H1003=H1002,I1003-I1002,I1003)/86400000","=IF(H1003=H1002,I1003-I1002,I1003)",,,current,1001,True,2682537910,124639347,True,True,True,True,True,1010,0.0,0.0,29.93,64.78,29.9,14.6,0,0,
"=A1003+IF(H1004=H1003,I1004-I1003,I1004)/86400000","=IF(H1004=H1003,I1004-I1003,I1004)",,,current,1002,True,2682537910,124940315,True,True,True,True,True,1010,0.0,0.0,29.91,64.83,29.9,14.5,0,0,
"=A1004+IF(H1005=H1004,I1005-I1004,I1005)/86400000","=IF(H1005=H1004,I1005-I1004,I1005)",,,current,1003,True,2682537910,125241283,True,True,True,True,True,1010,0.0,0.0,29.85,64.83,29.9,14.5,0,0,
"=A1005+IF(H1006=H1005,I1006-I1005,I1006)/86400000","=IF(H1006=H1005,I1006-I1005,I1006)",,,current,1004,True,2682537910,125542253,True,True,True,True,True,1010,0.05,1.352,29.82,64.88,29.8,14.5,0,0,
"=A1006+IF(H1007=H1006,I1007-I1006,I1007)/86400000","=IF(H1007=H1006,I1007-I1006,I1007)",,,current,1005,True,2682537910,125843227,True,True,True,True,True,1010,0.0,0.0,29.76,64.96,29.8,14.5,0,0,
"=A1007+IF(H1008=H1007,I1008-I1007,I1008)/86400000","=IF(H1008=H1007,I1008-I1007,I1008)",,,current,1006,True,2682537910,126144202,True,True,True,True,True,1010,0.0,0.0,29.73,65.02,29.8,14.5,0,0,
"=A1008+IF(H1009=H1008,I1009-I1008,I1009)/86400000","=IF(H1009=H1008,I1009-I1008,I1009)",,,current,1007,True,2682537910,126445179,True,True,True,True,True,1010,0.0,0.0,29.68,65.03,29.8,14.5,0,0,
"=A1009+IF(H1010=H1009,I1010-I1009,I1010)/86400000","=IF(H1010=H1009,I1010-I1009,I1010)",,,current,1008,True,2682537910,126746158,True,True,True,True,True,1010,0.0,0.0,29.67,65.07,29.8,14.5,0,0,
"=A1010+IF(H1011=H1010,I1011-I1010,I1011)/86400000","=IF(H1011=H1010,I1011-I1010,I1011)",,,current,1009,True,2682537910,127047138,True,True,True,True,True,1010,0.0,0.0,29.66,65.14,29.8,14.5,0,0,
"=A1011+IF(H1012=H1011,I1012-I1011,I1012)/86400000","=IF(H1012=H1011,I1012-I1011,I1012)",,,current,1010,True,2682537910,127348121,True,True,True,True,True,1010,0.0,0.0,29.65,65.25,29.8,14.5,0,0,
"=A1012+IF(H1013=H1012,I1013-I1012,I1013)/86400000","=IF(H1013=H1012,I1013-I1012,I1013)",,,current,1011,True,2682537910,127649104,True,True,True,True,True,1010,0.0,0.0,29.64,65.23,29.8,14.4,0,0,
"=A1013+IF(H1014=H1013,I1014-I1013,I1014)/86400000","=IF(H1014=H1013,I1014-I1013,I1014)",,,current,1012,True,2682537910,127950088,True,True,True,True,True,1010,0.0,0.0,29.63,65.36,29.8,14.5,0,0,
"=A1014+IF(H1015=H1014,I1015-I1014,I1015)/86400000","=IF(H1015=H1014,I1015-I1014,I1015)",,,current,1013,True,2682537910,128251078,True,True,True,True,True,1010,0.0,0.0,29.59,65.37,29.8,14.5,0,0,
"=A1015+IF(H1016=H1015,I1016-I1015,I1016)/86400000","=IF(H1016=H1015,I1016-I1015,I1016)",,,current,1014,True,2682537910,128552100,True,True,True,True,True,1010,0.0,0.0,29.59,65.42,29.8,14.5,0,0,
"=A1016+IF(H1017=H1016,I1017-I1016,I1017)/86400000","=IF(H1017=H1016,I1017-I1016,I1017)",,,current,1015,True,2682537910,128853063,True,True,True,True,True,1010,0.0,0.0,29.54,65.51,29.7,14.5,0,0,
"=A1017+IF(H1018=H1017,I1018-I1017,I1018)/86400000","=IF(H1018=H1017,I1018-I1017,I1018)",,,current,1016,True,2682537910,129154029,True,True,True,True,True,1010,0.0,0.0,29.5,65.54,29.7,14.5,0,0,
"=A1018+IF(H1019=H1018,I1019-I1018,I1019)/86400000","=IF(H1019=H1018,I1019-I1018,I1019)",,,current,1017,True,2682537910,129454998,True,True,True,True,True,1010,0.0,0.0,29.49,65.6,29.7,14.5,0,0,
"=A1019+IF(H1020=H1019,I1020-I1019,I1020)/86400000","=IF(H1020=H1019,I1020-I1019,I1020)",,,current,1018,True,2682537910,129755971,True,True,True,True,True,1009,0.0,0.0,29.48,65.69,29.7,14.5,0,0,
"=A1020+IF(H1021=H1020,I1021-I1020,I1021)/86400000","=IF(H1021=H1020,I1021-I1020,I1021)",,,current,1019,True,2682537910,130056944,True,True,True,True,True,1010,0.0,0.0,29.45,65.71,29.7,14.5,0,0,
"=A1021+IF(H1022=H1021,I1022-I1021,I1022)/86400000","=IF(H1022=H1021,I1022-I1021,I1022)",,,current,1020,True,2682537910,130357917,True,True,True,True,True,1010,0.0,0.0,29.42,65.73,29.7,14.5,0,0,
"=A1022+IF(H1023=H1022,I1023-I1022,I1023)/86400000","=IF(H1023=H1022,I1023-I1022,I1023)",,,current,1021,True,2682537910,130658893,True,True,True,True,True,1010,0.0,0.0,29.41,65.85,29.7,14.5,0,0,
"=A1023+IF(H1024=H1023,I1024-I1023,I1024)/86400000","=IF(H1024=H1023,I1024-I1023,I1024)",,,current,1022,True,2682537910,130959871,True,True,True,True,True,1010,0.0,0.0,29.38,65.87,29.7,14.5,0,0,
"=A1024+IF(H1025=H1024,I1025-I1024,I1025)/86400000","=IF(H1025=H1024,I1025-I1024,I1025)",,,current,1023,True,2682537910,131260850,True,True,True,True,True,1010,0.0,0.0,29.34,65.95,29.7,14.5,0,0,
"=A1025+IF(H1026=H1025,I1026-I1025,I1026)/86400000","=IF(H1026=H1025,I1026-I1025,I1026)",,,current,1024,True,2682537910,131561831,True,True,True,True,True,1010,0.0,0.0,29.3,66.01,29.7,14.5,0,0,
"=A1026+IF(H1027=H1026,I1027-I1026,I1027)/86400000","=IF(H1027=H1026,I1027-I1026,I1027)",,,current,1025,True,2682537910,131862816,True,True,True,True,True,1010,0.0,0.0,29.27,66.02,29.7,14.4,0,0,
"=A1027+IF(H1028=H1027,I1028-I1027,I1028)/86400000","=IF(H1028=H1027,I1028-I1027,I1028)",,,current,1026,True,2682537910,132163803,True,True,True,True,True,1010,0.0,0.0,29.26,66.13,29.7,14.5,0,0,
"=A1028+IF(H1029=H1028,I1029-I1028,I1029)/86400000","=IF(H1029=H1028,I1029-I1028,I1029)",,,current,1027,True,2682537910,132464789,True,True,True,True,True,1010,0.0,0.0,29.27,66.12,29.7,14.5,0,0,
"=A1029+IF(H1030=H1029,I1030-I1029,I1030)/86400000","=IF(H1030=H1029,I1030-I1029,I1030)",,,current,1028,True,2682537910,132765776,True,True,True,True,True,1010,0.0,0.0,29.27,66.24,29.6,14.5,0,0,
"=A1030+IF(H1031=H1030,I1031-I1030,I1031)/86400000","=IF(H1031=H1030,I1031-I1030,I1031)",,,current,1029,True,2682537910,133066766,True,True,True,True,True,1010,0.0,0.0,29.29,66.3,29.6,14.5,0,0,
"=A1031+IF(H1032=H1031,I1032-I1031,I1032)/86400000","=IF(H1032=H1031,I1032-I1031,I1032)",,,current,1030,True,2682537910,133367792,True,True,True,True,True,1010,0.0,0.0,29.27,66.39,29.6,14.5,0,0,
"=A1032+IF(H1033=H1032,I1033-I1032,I1033)/86400000","=IF(H1033=H1032,I1033-I1032,I1033)",,,current,1031,True,2682537910,133668758,True,True,True,True,True,1010,0.0,0.0,29.25,66.44,29.6,14.5,0,0,
"=A1033+IF(H1034=H1033,I1034-I1033,I1034)/86400000","=IF(H1034=H1033,I1034-I1033,I1034)",,,current,1032,True,2682537910,133969728,True,True,True,True,True,1010,0.0,0.0,29.24,66.5,29.6,14.5,0,0,
"=A1034+IF(H1035=H1034,I1035-I1034,I1035)/86400000","=IF(H1035=H1034,I1035-I1034,I1035)",,,current,1033,True,2682537910,134270702,True,True,True,True,True,1010,0.0,0.0,29.19,66.57,29.6,14.5,0,0,
"=A1035+IF(H1036=H1035,I1036-I1035,I1036)/86400000","=IF(H1036=H1035,I1036-I1035,I1036)",,,current,1034,True,2682537910,134571677,True,True,True,True,True,1010,0.0,0.0,29.2,66.66,29.6,14.5,0,0,
"=A1036+IF(H1037=H1036,I1037-I1036,I1037)/86400000","=IF(H1037=H1036,I1037-I1036,I1037)",,,current,1035,True,2682537910,134872652,True,True,True,True,True,1010,0.0,0.0,29.18,66.67,29.6,14.5,0,0,
"=A1037+IF(H1038=H1037,I1038-I1037,I1038)/86400000","=IF(H1038=H1037,I1038-I1037,I1038)",,,current,1036,True,2682537910,135173631,True,True,True,True,True,1010,0.055,1.484,29.12,66.7,29.6,14.5,0,0,
"=A1038+IF(H1039=H1038,I1039-I1038,I1039)/86400000","=IF(H1039=H1038,I1039-I1038,I1039)",,,current,1037,True,2682537910,135474610,True,True,True,True,True,1010,0.0,0.0,29.11,66.79,29.6,14.5,0,0,
"=A1039+IF(H1040=H1039,I1040-I1039,I1040)/86400000","=IF(H1040=H1039,I1040-I1039,I1040)",,,current,1038,True,2682537910,135775593,True,True,True,True,True,1010,0.0,0.0,29.08,66.81,29.6,14.5,0,0,
"=A1040+IF(H1041=H1040,I1041-I1040,I1041)/86400000","=IF(H1041=H1040,I1041-I1040,I1041)",,,current,1039,True,2682537910,136076577,True,True,True,True,True,1010,0.0,0.0,29.06,66.92,29.6,14.5,0,0,
